year,geo_name,geo,cip_name,cip,degree_name,degree,grads_total
2014,"New York, NY","16000US3651000","English & Language Arts Teacher Education","131305","Bachelor's Degree","5",107
2015,"New York, NY","16000US3651000","Foreign Language Teacher Education","131306","Bachelor's Degree","5",2
2013,"New York, NY","16000US3651000","Foreign Language Teacher Education","131306","Bachelor's Degree","5",7
2014,"New York, NY","16000US3651000","Foreign Language Teacher Education","131306","Bachelor's Degree","5",7
2015,"New York, NY","16000US3651000","Health Teacher Education","131307","Bachelor's Degree","5",4
2013,"New York, NY","16000US3651000","Health Teacher Education","131307","Bachelor's Degree","5",7
2014,"New York, NY","16000US3651000","Health Teacher Education","131307","Bachelor's Degree","5",8
2015,"New York, NY","16000US3651000","Family & Consumer Sciences Teacher Education","131308","Bachelor's Degree","5",3
2013,"New York, NY","16000US3651000","Family & Consumer Sciences Teacher Education","131308","Bachelor's Degree","5",8
2014,"New York, NY","16000US3651000","Family & Consumer Sciences Teacher Education","131308","Bachelor's Degree","5",3
2015,"New York, NY","16000US3651000","Technology & Industrial Arts Teacher Education","131309","Bachelor's Degree","5",7
2013,"New York, NY","16000US3651000","Technology & Industrial Arts Teacher Education","131309","Bachelor's Degree","5",21
2014,"New York, NY","16000US3651000","Technology & Industrial Arts Teacher Education","131309","Bachelor's Degree","5",6
2015,"New York, NY","16000US3651000","Mathematics Teacher Education","131311","Bachelor's Degree","5",90
2013,"New York, NY","16000US3651000","Mathematics Teacher Education","131311","Bachelor's Degree","5",145
2014,"New York, NY","16000US3651000","Mathematics Teacher Education","131311","Bachelor's Degree","5",122
2015,"New York, NY","16000US3651000","Music Teacher Education","131312","Bachelor's Degree","5",34
2013,"New York, NY","16000US3651000","Music Teacher Education","131312","Bachelor's Degree","5",25
2014,"New York, NY","16000US3651000","Music Teacher Education","131312","Bachelor's Degree","5",38
2015,"New York, NY","16000US3651000","Physical Education Teaching & Coaching","131314","Bachelor's Degree","5",95
2013,"New York, NY","16000US3651000","Physical Education Teaching & Coaching","131314","Bachelor's Degree","5",126
2014,"New York, NY","16000US3651000","Physical Education Teaching & Coaching","131314","Bachelor's Degree","5",130
2015,"New York, NY","16000US3651000","General Science Teacher Education","131316","Bachelor's Degree","5",2
2013,"New York, NY","16000US3651000","General Science Teacher Education","131316","Bachelor's Degree","5",3
2014,"New York, NY","16000US3651000","General Science Teacher Education","131316","Bachelor's Degree","5",2
2015,"New York, NY","16000US3651000","Social Studies Teacher Education","131318","Bachelor's Degree","5",53
2013,"New York, NY","16000US3651000","Social Studies Teacher Education","131318","Bachelor's Degree","5",122
2014,"New York, NY","16000US3651000","Social Studies Teacher Education","131318","Bachelor's Degree","5",107
2015,"New York, NY","16000US3651000","Biology Teacher Education","131322","Bachelor's Degree","5",15
2013,"New York, NY","16000US3651000","Biology Teacher Education","131322","Bachelor's Degree","5",16
2014,"New York, NY","16000US3651000","Biology Teacher Education","131322","Bachelor's Degree","5",15
