year,geo_name,geo,cip_name,cip,degree_name,degree,grads_total
2014,"New York, NY","16000US3651000","General Slavic Languages, Literatures, & Linguistics","160400","Research Doctorate","17",6
2015,"New York, NY","16000US3651000","German Language & Literature","160501","Research Doctorate","17",3
2013,"New York, NY","16000US3651000","German Language & Literature","160501","Research Doctorate","17",4
2014,"New York, NY","16000US3651000","German Language & Literature","160501","Research Doctorate","17",8
2015,"New York, NY","16000US3651000","French Language & Literature","160901","Research Doctorate","17",13
2013,"New York, NY","16000US3651000","French Language & Literature","160901","Research Doctorate","17",17
2014,"New York, NY","16000US3651000","French Language & Literature","160901","Research Doctorate","17",27
2015,"New York, NY","16000US3651000","Italian Language & Literature","160902","Research Doctorate","17",5
2013,"New York, NY","16000US3651000","Italian Language & Literature","160902","Research Doctorate","17",9
2014,"New York, NY","16000US3651000","Italian Language & Literature","160902","Research Doctorate","17",4
2015,"New York, NY","16000US3651000","Spanish Language & Literature","160905","Research Doctorate","17",20
2013,"New York, NY","16000US3651000","Spanish Language & Literature","160905","Research Doctorate","17",17
2014,"New York, NY","16000US3651000","Spanish Language & Literature","160905","Research Doctorate","17",20
2015,"New York, NY","16000US3651000","Hebrew Language & Literature","161102","Research Doctorate","17",5
2013,"New York, NY","16000US3651000","Hebrew Language & Literature","161102","Research Doctorate","17",8
2014,"New York, NY","16000US3651000","Hebrew Language & Literature","161102","Research Doctorate","17",7
2015,"New York, NY","16000US3651000","Other Middle/Near Eastern & Semetic Languages, Literatures, & Linguistics","161199","Research Doctorate","17",2
2013,"New York, NY","16000US3651000","Other Middle/Near Eastern & Semetic Languages, Literatures, & Linguistics","161199","Research Doctorate","17",11
2014,"New York, NY","16000US3651000","Other Middle/Near Eastern & Semetic Languages, Literatures, & Linguistics","161199","Research Doctorate","17",7
2015,"New York, NY","16000US3651000","General Classical Language, Literature, & Linguistics","161200","Research Doctorate","17",7
2013,"New York, NY","16000US3651000","General Classical Language, Literature, & Linguistics","161200","Research Doctorate","17",5
2014,"New York, NY","16000US3651000","General Classical Language, Literature, & Linguistics","161200","Research Doctorate","17",6
2015,"New York, NY","16000US3651000","General Food, Nutrition, & Wellness Studies","190501","Research Doctorate","17",4
2013,"New York, NY","16000US3651000","General Food, Nutrition, & Wellness Studies","190501","Research Doctorate","17",9
2014,"New York, NY","16000US3651000","General Food, Nutrition, & Wellness Studies","190501","Research Doctorate","17",6
2013,"New York, NY","16000US3651000","General Advanced Legal Studies","220201","Research Doctorate","17",5
2014,"New York, NY","16000US3651000","General Advanced Legal Studies","220201","Research Doctorate","17",2
2015,"New York, NY","16000US3651000","Other Legal Professions & Studies","229999","Research Doctorate","17",3
2013,"New York, NY","16000US3651000","Other Legal Professions & Studies","229999","Research Doctorate","17",5
2014,"New York, NY","16000US3651000","Other Legal Professions & Studies","229999","Research Doctorate","17",6
2015,"New York, NY","16000US3651000","General English Language & Literature","230101","Research Doctorate","17",70
2013,"New York, NY","16000US3651000","General English Language & Literature","230101","Research Doctorate","17",57
2014,"New York, NY","16000US3651000","General English Language & Literature","230101","Research Doctorate","17",74
2015,"New York, NY","16000US3651000","British & Commonwealth English Literature","231404","Research Doctorate","17",7
2013,"New York, NY","16000US3651000","British & Commonwealth English Literature","231404","Research Doctorate","17",8
2014,"New York, NY","16000US3651000","British & Commonwealth English Literature","231404","Research Doctorate","17",10
2015,"New York, NY","16000US3651000","Other Liberal Arts & Sciences, General Studies, & Humanities","240199","Research Doctorate","17",1
2015,"New York, NY","16000US3651000","General Biological Sciences","260101","Research Doctorate","17",47
2013,"New York, NY","16000US3651000","General Biological Sciences","260101","Research Doctorate","17",66
2014,"New York, NY","16000US3651000","General Biological Sciences","260101","Research Doctorate","17",75
2015,"New York, NY","16000US3651000","General Biomedical Sciences","260102","Research Doctorate","17",55
2013,"New York, NY","16000US3651000","General Biomedical Sciences","260102","Research Doctorate","17",49
2014,"New York, NY","16000US3651000","General Biomedical Sciences","260102","Research Doctorate","17",68
2015,"New York, NY","16000US3651000","Biochemistry","260202","Research Doctorate","17",19
2013,"New York, NY","16000US3651000","Biochemistry","260202","Research Doctorate","17",27
2014,"New York, NY","16000US3651000","Biochemistry","260202","Research Doctorate","17",23
2015,"New York, NY","16000US3651000","Molecular Biology","260204","Research Doctorate","17",8
2013,"New York, NY","16000US3651000","Molecular Biology","260204","Research Doctorate","17",20
2014,"New York, NY","16000US3651000","Molecular Biology","260204","Research Doctorate","17",16
2015,"New York, NY","16000US3651000","Structural Biology","260207","Research Doctorate","17",3
2013,"New York, NY","16000US3651000","Structural Biology","260207","Research Doctorate","17",7
2014,"New York, NY","16000US3651000","Structural Biology","260207","Research Doctorate","17",2
2015,"New York, NY","16000US3651000","Cellular Biology & Histology","260401","Research Doctorate","17",17
2013,"New York, NY","16000US3651000","Cellular Biology & Histology","260401","Research Doctorate","17",23
2014,"New York, NY","16000US3651000","Cellular Biology & Histology","260401","Research Doctorate","17",15
2015,"New York, NY","16000US3651000","Cellular & Molecular Biology","260406","Research Doctorate","17",9
2013,"New York, NY","16000US3651000","Cellular & Molecular Biology","260406","Research Doctorate","17",15
2014,"New York, NY","16000US3651000","Cellular & Molecular Biology","260406","Research Doctorate","17",11
2015,"New York, NY","16000US3651000","Cell Biology & Anatomy","260407","Research Doctorate","17",9
2013,"New York, NY","16000US3651000","Cell Biology & Anatomy","260407","Research Doctorate","17",9
2014,"New York, NY","16000US3651000","Cell Biology & Anatomy","260407","Research Doctorate","17",16
2015,"New York, NY","16000US3651000","Other Cellular Biology & Anatomical Sciences","260499","Research Doctorate","17",1
2015,"New York, NY","16000US3651000","General Microbiology","260502","Research Doctorate","17",4
2013,"New York, NY","16000US3651000","General Microbiology","260502","Research Doctorate","17",12
2014,"New York, NY","16000US3651000","General Microbiology","260502","Research Doctorate","17",7
2015,"New York, NY","16000US3651000","Immunology","260507","Research Doctorate","17",8
2013,"New York, NY","16000US3651000","Immunology","260507","Research Doctorate","17",11
2014,"New York, NY","16000US3651000","Immunology","260507","Research Doctorate","17",14
2015,"New York, NY","16000US3651000","Microbiology & Immunology","260508","Research Doctorate","17",8
2013,"New York, NY","16000US3651000","Microbiology & Immunology","260508","Research Doctorate","17",9
2014,"New York, NY","16000US3651000","Microbiology & Immunology","260508","Research Doctorate","17",9
2015,"New York, NY","16000US3651000","General Genetics","260801","Research Doctorate","17",2
2013,"New York, NY","16000US3651000","General Genetics","260801","Research Doctorate","17",7
2014,"New York, NY","16000US3651000","General Genetics","260801","Research Doctorate","17",10
2013,"New York, NY","16000US3651000","Molecular Genetics","260802","Research Doctorate","17",6
2014,"New York, NY","16000US3651000","Molecular Genetics","260802","Research Doctorate","17",7
2015,"New York, NY","16000US3651000","General Physiology","260901","Research Doctorate","17",25
2013,"New York, NY","16000US3651000","General Physiology","260901","Research Doctorate","17",19
2014,"New York, NY","16000US3651000","General Physiology","260901","Research Doctorate","17",15
2015,"New York, NY","16000US3651000","Pathology & Experimental Pathology","260910","Research Doctorate","17",18
2013,"New York, NY","16000US3651000","Pathology & Experimental Pathology","260910","Research Doctorate","17",12
2014,"New York, NY","16000US3651000","Pathology & Experimental Pathology","260910","Research Doctorate","17",16
2013,"New York, NY","16000US3651000","Oncology & Cancer Biology","260911","Research Doctorate","17",6
2015,"New York, NY","16000US3651000","Pharmacology","261001","Research Doctorate","17",20
2013,"New York, NY","16000US3651000","Pharmacology","261001","Research Doctorate","17",23
2014,"New York, NY","16000US3651000","Pharmacology","261001","Research Doctorate","17",17
2013,"New York, NY","16000US3651000","Molecular Pharmacology","261002","Research Doctorate","17",5
